"A18","O=C(C1=CC=CC(O)=C1)/C=C/C2=CC(OC)=C(OCC3=CC(Cl)=CC=C3)C(I)=C2",4.363512104,"train"
"A19","O=C(C1=CC=CC(N)=C1)/C=C/C2=CC(OC)=C(OCC3=CC(Cl)=CC=C3)C(Cl)=C2",4.301029996,"train"
"A20","O=C(C1=CC=CC(N)=C1)/C=C/C2=CC(OC)=C(OCC3=CC(Cl)=CC=C3)C(Br)=C2",4.301029996,"train"
"A22","O=C(C1=CC=CC(C(N)=O)=C1)/C=C/C2=CC(OC)=C(OCC3=CC(Cl)=CC=C3)C(Cl)=C2",4.301029996,"train"
"A23","O=C(C1=CC=CC(C(N)=O)=C1)/C=C/C2=CC(OC)=C(OCC3=CC(Cl)=CC=C3)C(Br)=C2",4.301029996,"train"
"A24","O=C(C1=CC=CC(C(N)=O)=C1)/C=C/C2=CC(OC)=C(OCC3=CC(Cl)=CC=C3)C(I)=C2",4.64435695,"train"
"CHEMBL502489","C=C(C)[C@@H](CC=C(C)C)C[C@]12C[C@@H](CC=C(C)C)C(C)(C)[C@@](CC=C(C)C)(C(=O)C(C(=O)c3ccc(O)c(O)c3)=C1O)C2=O",5.769551079,"valid"
"CHEMBL3774884","C=C(C)[C@@H](/C=C/C(C)C)C[C@]12C[C@H](/C=C\C(C)C)C(C)(C)[C@@](CC=C(C)C)(C(=O)C(C(=O)c3ccc(O)c(O)c3)=C1O)C2=O",5.15490196,"valid"
"CHEMBL2171189","O=C(c1ccc(O)c(NC(=O)c2cccc3ccccc23)c1)c1ccc(O)c(NC(=O)c2cccc3ccccc23)c1",4.818156412,"valid"
"CHEMBL3235890","O=S(=O)(Nc1cc(Sc2nnnn2-c2ccccc2)c(O)c2ccccc12)c1ccccc1",5.508638306,"valid"
"CHEMBL3421944","COc1ccc(C=C2C(=O)N(Cc3ccccc3)C(=O)N(Cc3ccccc3)C2=O)cc1OC",4.943095149,"valid"
"CHEMBL3734823","CC1=NN(c2ccc(C(=O)O)cc2)C(=O)/C1=C/c1ccc(-c2cc(C)c(C)cc2[N+](=O)[O-])o1",6.494850022,"valid"
"CHEMBL3421941","O=C1C(=Cc2ccc(O)c(O)c2)C(=O)N(Cc2ccccc2)C(=O)N1Cc1ccccc1",5.795880017,"valid"
"5","C[C@H](C1CC1)N(Cc1ccccc1)C(=O)CN1C(=O)N[C@@]2(CCc3ccccc32)C1=O",6.292429824,"valid"
"4","CC(C1CC1)N(Cc1ccccc1)C(=O)CN1C(=O)NC2(CCc3ccccc32)C1=O",5.795880017,"valid"
"6","C[C@H](C1CC1)N(Cc1ccccc1)C(=O)CN1C(=O)N[C@@]2(CCc3ccccc32)C1=O",5.295849483,"valid"
"CHEMBL3416537","O=S(=O)(Nc1cc(Cl)c(O)c2ccccc12)c1ccc(Br)cc1",5.744727495,"valid"
"CHEMBL2163598","COc1cc(CN(C(C)C)S(=O)(=O)c2ccccn2)cc2c1OC(C)(C)C=C2",5.301029996,"valid"
"CHEMBL2163600","CC(C)CN(Cc1ccc2c(c1)C=CC(C)(C)O2)S(=O)(=O)c1ccncc1",5.397940009,"valid"
