"Molecule ChEMBL ID","Smiles","pIC50"
"CHEMBL3330742","CN1C(=O)N(C)C(=O)C(=Cc2ccc(s2)c3ccc(s3)c4ccc(cc4)N(c5ccccc5)c6ccccc6)C1=O","5"
"CHEMBL3330749","COc1ccc(cc1)c2ccc(s2)c3ccc(C=O)s3","5"
"CHEMBL3330735","[Cl-].CN(C)c1ccc2nc3ccc(N)cc3[s+]c2c1","5.522878745"
"CHEMBL247726","COc1cc(\C=C\c2ccc(O)c(OC)c2)nc(\C=C\c3ccc(O)c(OC)c3)c1","5.769551079"
"CHEMBL247725","CNc1ccc(\C=C\c2cccc(\C=C\c3ccc(NC)c(O)c3)n2)cc1O","6.045757491"
"CHEMBL429448","CC[C@@H]1CCC[C@@H](N1S(=O)(=O)c2cc(F)cc(F)c2)C3(CC3)OC(=O)N4CCC(CC4)N5CCCCC5","6.841637508"
"CHEMBL231547","Clc1ccc(cc1)S(=O)(=O)N2[C@@H](COC(=O)NC3CCN(Cc4ccccc4)CC3)CC[C@H]2c5ccccc5","6.853871964"
"CHEMBL231544","Clc1ccc(cc1)S(=O)(=O)N2C(CCCOC(=O)NCCCn3ccnc3)CCc4ccccc24","7.065501549"
"CHEMBL75183","CC1(C)[C@H]2CCC(C)(C2)[C@H]1NS(=O)(=O)c3ccc(Br)cc3","5"
"CHEMBL1077208","CNc1ccc2nc(sc2c1)c3ccc(nc3)C(=O)N","7.455931956"
"CHEMBL2402159","Oc1cc(O)cc(\C=C\c2ccc(NCc3cc(ccc3O)[N+](=O)[O-])cc2)c1","5.151195299"
"CHEMBL2402158","Oc1cc(O)cc(\C=C\c2ccc(NCc3cccc(O)c3O)cc2)c1","5.104025268"
"CHEMBL2408106","COc1ccc(C(=O)\C=C\c2ccc(cc2)C(=O)NCc3ccccc3)c(O)c1","4.723538196"
"CHEMBL2408105","COc1ccc(C(=O)\C=C\c2ccc(cc2)C(=O)NCCc3ccccc3)c(O)c1","4.718966633"
"CHEMBL2408103","CCCNC(=O)c1ccc(\C=C\C(=O)c2ccc(OC)cc2O)cc1","4.701146924"
"CHEMBL2408099","COc1ccc(C(=O)\C=C\c2ccc(cc2)C(=O)N3CCN(C)CC3)c(O)c1","5.657577319"
"CHEMBL2402157","Oc1cc(O)cc(\C=C\c2ccc(NCc3ccccc3O)cc2)c1","4.990549104"
"CHEMBL3582133","C[C@@]12CC[C@H](O)c3coc(C(=O)C4=C1C[C@@H](O)[C@@]5(C)[C@H]4CCC5=O)c23","4.361510743"
"CHEMBL2408261","COc1ccc(C(=O)\C=C\c2ccc(cc2)C(=O)N(C)c3ccccc3)c(O)c1","4.696803943"
"CHEMBL3915935","CO[C@@H]1CC[C@@]2(CC1)Cc3ccc(OCC4(C)CC4)cc3C25N=C(C)C(=N5)N","8.552841969"
"CHEMBL3905816","CO[C@@H]1CC[C@@]2(CC1)Cc3ccc(OCC4CC4(F)F)cc3C25N=C(C)C(=N5)N","8.638272164"
"CHEMBL4108431","COCC[C@@]1(N=C(N)OCC1(F)F)c2nc(NC(=O)c3ncc(cc3Cl)C(F)(F)F)ccc2F","6.420216403"
"CHEMBL4110143","COCC#Cc1cnc(C(=O)Nc2ccc(F)c(n2)[C@@]3(C)N=C(N)OCC3(F)F)c(N)c1","6.26760624"
"CHEMBL1087548","CNc1ccc(cn1)c2nc3ccc(cc3s2)C(=O)N","7.070581074"
"CHEMBL1744464","[3H]C([3H])([3H])N(c1ncc(cn1)c2oc3cc(O)ccc3n2)C([3H])([3H])[3H]","7.124938737"
"CHEMBL1744460","[3H]C([3H])([3H])N(c1ccc(cn1)c2nc3ccc(O)cc3s2)C([3H])([3H])[3H]","7.721246399"
"CHEMBL3326698","O=C(NCCCCCNc1c2CCCCc2nc3ccccc13)C4=Cc5ccccc5OC4=O","4"
"CHEMBL381336","CCC[C@@H]([C@@H](CC(C)C)C(=O)N[C@H]1CCCCN(Cc2cccc(Oc3ccccc3)c2)C1=O)C(=O)NC4CCCC4","5.22184875"
"CHEMBL3326704","O=C(NCCCCCCNc1c2CCCCc2nc3ccccc13)C4=Cc5ccccc5OC4=O","4"
"CHEMBL3934479","Fc1ccc(F)c2c1OCC3[C@H](CCS(=O)(=O)Cc4ccccn4)OCC[C@@]23S(=O)(=O)c5ccc(Cl)cc5","8.721246399"
"CHEMBL3941787","Fc1ccc(F)c2c1OCC3[C@H](CCS(=O)(=O)C4=CC=CNC4=O)OCC[C@@]23S(=O)(=O)c5ccc(Cl)cc5","8.552841969"
"CHEMBL2146608","COC(=O)[C@@]1(O)C[C@@H](OC(=O)\C=C\c2ccc(O)c(O)c2)[C@H](OC(=O)\C=C\c3ccc(O)c(O)c3)[C@@H](C1)OC(=O)\C=C\c4ccc(O)c(O)c4","5.522878745"
"CHEMBL2386721","CC1(C)OC(=N[C@](C)(c2nc(NC(=O)c3ncc(cc3Cl)C#N)ccc2F)C1(F)F)N","8.15490196"
"CHEMBL499997","OC(=O)[C@@]1(O)C[C@@H](OC(=O)\C=C\c2ccc(O)c(O)c2)[C@H](OC(=O)\C=C\c3ccc(O)c(O)c3)[C@@H](C1)OC(=O)\C=C\c4ccc(O)c(O)c4","6.522878745"
"CHEMBL196945","OC(=O)C1(CC1)c2ccc(c(F)c2)c3ccc(Cl)c(Cl)c3","4.387216143"
"CHEMBL193900","CC(C(=O)N)c1ccc(c(F)c1)c2cc(Cl)cc(Cl)c2","4.193820026"
"CHEMBL4110988","CO[C@@H]1CC[C@@]2(CC1)Cc3ccc(cc3[C@]24N=C(C)C(=N4)N)C#CC(C)C","9.15490196"
"CHEMBL3959097","CO[C@@H]1CC[C@@]2(CC1)Cc3ccc(OCCC(F)(F)F)cc3C24N=C(C)C(=N4)N","9.22184875"
"CHEMBL1086286","CCS(=O)(=O)NC[C@@H]1CCC[C@@]2([C@H]1COc3c(F)ccc(F)c23)S(=O)(=O)c4ccc(Cl)cc4","9"
"CHEMBL3692696","FC(F)(F)c1ccc(CC(=O)Nc2ccc3C[C@@H]4CC[C@H](Cc3c2)[C@@H]4NS(=O)(=O)c5ccc(Cl)s5)cc1","6.096910013"
"CHEMBL3692697","FC(F)(F)c1ccc(c(CCC(=O)Nc2ccc3C[C@@H]4CC[C@H](Cc3c2)[C@@H]4NS(=O)(=O)c5ccc(Cl)s5)c1)C(F)(F)F","3.200659451"
"CHEMBL3692695","FC(F)(F)c1ccc(cc1)C(=O)Nc2ccc3C[C@@H]4CC[C@H](Cc3c2)[C@@H]4NS(=O)(=O)c5ccc(Cl)s5","6"
"CHEMBL2063874","Cc1ccc(NS(=O)(=O)c2ccc(Cl)cc2)c(N)c1","4.522878745"
"CHEMBL204357","CCC[C@@H]([C@@H](CC(C)C)C(=O)N[C@H]1CCCCN(Cc2cccc(Oc3ccccc3)c2)C1=O)C(=O)NO","6.698970004"
"CHEMBL3327246","COc1ccc2OC(=O)C(=Cc2c1)C(=O)NCCCCCCCNc3c4CCCCc4nc5ccccc35","4.872895202"
"CHEMBL195970","CC(C(=O)O)c1ccc(c(F)c1)c2cc(Cl)cc(Cl)c2","4.113509275"
"CHEMBL372751","CC1(C)CCC(CC1)c2ccc(cc2)c3ccc(cc3F)C4(CC4)C(=O)O","3.995678626"
"CHEMBL196322","CC(C(=O)O)c1ccc(c(F)c1)c2ccc3OCOc3c2","3.677780705"
"CHEMBL205714","CCCCNC(=O)[C@@H](CCC)[C@@H](CC(C)C)C(=O)N[C@H]1CCCCN(Cc2cccc(Oc3ccccc3)c2)C1=O","5.301029996"
"CHEMBL3330745","NC(=O)\C(=C\c1ccc(s1)c2ccc(c3ccc(cc3)N(c4ccccc4)c5ccccc5)c6nsnc26)\C#N","5"
"CHEMBL3330748","CC(C)(C)n1c2cc(sc2c3sc(cc13)c4ccc(\C=C(/C#N)\C(=O)N)s4)c5ccc(cc5)N(c6ccccc6)c7ccccc7","5"
"CHEMBL3087677","COc1ccc2c(c1)c(CC(=O)NCCCNCCCNC3=CC(=O)C(=CC3=O)NCCCNCCCNC(=O)Cc4c(C)n(C(=O)c5ccc(Cl)cc5)c6ccc(OC)cc46)c(C)n2C(=O)c7ccc(Cl)cc7","5.21395879"
"CHEMBL3087674","CC(C)Cc1ccc(cc1)C(C)C(=O)NCCCNCCCNC2=CC(=O)C(=CC2=O)NCCCNCCCNC(=O)C(C)c3ccc(CC(C)C)cc3","5.316052869"
"CHEMBL3667025","CC(C)(C)OC(=O)CCC(C(=O)\C=C\c1ccc(O)c(OC(F)(F)F)c1)C(=O)\C=C\c2ccc(O)c(OC(F)(F)F)c2","6.187086643"
"CHEMBL3667036","COC(=O)CCC(C(=O)\C=C\c1ccc(O)c(c1)C(F)(F)F)C(=O)\C=C\c2ccc(O)c(c2)C(F)(F)F","6.443697499"
"CHEMBL3667037","Oc1ccc(\C=C\C(=O)C(CCC#N)C(=O)\C=C\c2ccc(O)c(OC(F)(F)F)c2)cc1OC(F)(F)F","6.522878745"
"CHEMBL3593278","[I-].CCN1\C(=C\C=C\c2sc3ccccc3[n+]2CC)\Sc4ccc(OCCCO[N+](=O)[O-])cc14","5.113509275"
"CHEMBL204443","CCC[C@@H]([C@@H](CC(C)C)C(=O)N[C@H]1CCCCN(Cc2cccc(Oc3ccccc3)c2)C1=O)C(=O)NC\C=C\Cc4ccccc4","5.522878745"
"CHEMBL382721","OC(=O)C1(CC1)c2ccc(c(F)c2)c3ccc(OC4CCOCC4)cc3","4.091514981"
"CHEMBL380778","CC(C(=O)O)c1ccc(c(F)c1)c2ccc(OC3CCCCC3)cc2","4.387216143"
"CHEMBL194020","CC(C(=O)OC(C)(C)C)c1ccc(c(F)c1)c2cc(Cl)cc(Cl)c2","4.698970004"
"CHEMBL3622510","OC(=O)c1c(O)cc2c3ccccc3[nH]c2c1O","4.823908741"
"CHEMBL429448","CC[C@@H]1CCC[C@@H](N1S(=O)(=O)c2cc(F)cc(F)c2)C3(CC3)OC(=O)N4CCC(CC4)N5CCCCC5","7.537602002"
"CHEMBL236191","CC[C@@H]1CCC[C@@H](N1S(=O)(=O)c2cc(F)cc(F)c2)C3(CC3)OC(=O)N4CCN(CC4)C(C)(C)CO","7.091514981"
"CHEMBL236196","CCC1(O)CCN(CC1)C(=O)O[C@H]2CCC3CCCC2N3S(=O)(=O)c4ccc(Cl)cc4","6.982966661"
"CHEMBL236193","Clc1ccc(cc1)S(=O)(=O)N2C3CCCC2[C@H](CC3)OC(=O)N4CCC(CC4)N5CCCCC5","7.823908741"
"CHEMBL392144","CC[C@@H]1CCC[C@@H](N1S(=O)(=O)c2ccc(Cl)cc2)C3(CC3)OC(=O)N4CCC(O)(CC)CC4","8.366531544"
"CHEMBL393941","CC(C)(CO)N1CCN(CC1)C(=O)OC2(CC2)[C@H]3CCC[C@@H](C4CC4)N3S(=O)(=O)c5ccc(Cl)cc5","7.408935393"
"CHEMBL236182","CC[C@@H]1CCC[C@@H](N1S(=O)(=O)c2ccc(Cl)cc2)C3(CC3)OC(=O)N4CCN(CCO)[C@@H](C)C4","8"
"CHEMBL394132","CC[C@@H]1CCC[C@@H](N1S(=O)(=O)c2ccc(Cl)cc2)C3(CC3)OC(=O)N4CCC(CCO)(CC4)OC","7.698970004"
"CHEMBL236192","OCCCN1CCN(CC1)C(=O)OC2(CC2)[C@H]3CCC[C@@H](C4CC4)N3S(=O)(=O)c5ccc(Cl)cc5","7.795880017"
"CHEMBL236183","CC[C@@H]1CCC[C@@H](N1S(=O)(=O)c2ccc(Cl)cc2)C3(CC3)OC(=O)N4CCN(CCCO)CC4","7.769551079"
"CHEMBL236182","CC[C@@H]1CCC[C@@H](N1S(=O)(=O)c2ccc(Cl)cc2)C3(CC3)OC(=O)N4CCN(CCO)[C@@H](C)C4","7.886056648"
"CHEMBL236188","CC[C@@H]1CCC[C@@H](N1S(=O)(=O)c2ccc(F)c(F)c2)C3(CC3)OC(=O)N4CCN(CC4)C(C)(C)CO","7.698970004"
"CHEMBL395313","CN1CCCC1CCNC(=O)OC[C@H]2CC[C@H](N2S(=O)(=O)c3ccc(Cl)cc3)c4ccccc4","6.22184875"
"CHEMBL1077196","CNc1ncc(cn1)c2nc3ccc(O)cc3s2","6.573488739"
"CHEMBL1744461","[3H]N(c1ccc(cn1)c2oc3cc(O)ccc3n2)C([3H])([3H])[3H]","6.739928612"
"CHEMBL3582130","C[C@@]12[C@@H](O)C[C@H](O)c3coc(C(=O)c4c5CCC(=O)c5ccc14)c23","4.995678626"
"CHEMBL1083207","CN(C)c1ccc(cn1)c2oc3ccc(O)cc3n2","6.863279433"
"CHEMBL2059206","CN(C)c1ccc(\C=C\c2cc(\C=C\c3ccc(N(C)C)c(O)c3)ncn2)cc1O","5.468521083"
"CHEMBL3741682","C[C@@H]1C[C@@]23C[C@@H]4[C@](CN2C1=O)(C[C@@]5(C(=O)Nc6c7OC=CC(C)(C)Oc7ccc56)C4(C)C)NC3=O","3.522878745"
"CHEMBL3593282","[I-].CCCOc1ccc2S\C(=C/C=C/c3sc4ccccc4[n+]3CC)\N(CC)c2c1","6.096910013"
"CHEMBL2408265","COc1ccc(C(=O)\C=C\c2ccc(cc2)C(=O)Nc3cc(ccc3O)[N+](=O)[O-])c(O)c1","4.876148359"
"CHEMBL2408104","CCCCCCCCCCCCNC(=O)c1ccc(\C=C\C(=O)c2ccc(OC)cc2O)cc1","4.798602876"
"CHEMBL2408102","COc1ccc(C(=O)\C=C\c2ccc(cc2)C(=O)NC(C)C)c(O)c1","4.749579998"
"CHEMBL3621634","Oc1ccc(\C=C\c2ccc(O)c3ncccc23)cc1","5.070581074"
"CHEMBL3622258","CC(C)c1c(NC(=O)\C=C\c2ccc(O)c(O)c2)cc3c(CC[C@H]4[C@](C)(CNC(=O)\C=C\c5ccc(O)c(O)c5)CCC[C@]34C)c1[N+](=O)[O-]","5.402304814"
"CHEMBL3326707","Cc1ccc2OC(=O)C(=Cc2c1)C(=O)NCCCCCCNc3c4CCCCc4nc5ccccc35","5.301029996"
"CHEMBL3286984","COc1cc(\C=C\2/Sc3nc(cn3C2=O)c4ccc(Cl)cc4)cc(Br)c1O","7.744727495"
"CHEMBL3740667","CC1=NN(C(=O)C1)c2cccnc2","4.301029996"
"CHEMBL3741680","CC1=NN(C(=O)C1)c2cccc(COCc3ccccc3)c2","5.537602002"
"CHEMBL3740346","CC1=NN(C(=O)C1)c2ccc(cc2)C(F)(F)F","4.301029996"
"CHEMBL3741408","CC1=NN(C(=O)C1)c2ccc(C)c(F)c2","4.301029996"
"CHEMBL3742311","CC1=NN(C(=O)C1)c2cccc(C)c2","4.301029996"
"CHEMBL3740761","CCc1ccccc1N2N=C(C)CC2=O","4.301029996"
"CHEMBL3800453","Oc1ccc(cc1O)C(=O)OCC(=O)Nc2c3CCCCc3nc4ccccc24","7.760450279"
"CHEMBL3798813","COc1ccc(\C=C\C(=O)OCC(=O)Nc2c3CCCCc3nc4ccccc24)cc1O","7.336110701"
"CHEMBL3815078","Nc1nc(NCc2ccccc2)c3ccccc3n1","5.318758763"
"CHEMBL492023","CN(C)c1ccc(\C=C\c2oc3cc(I)ccc3c2)cc1","5.552841969"
"CHEMBL491407","CN(C)c1ccc(\C=C\c2oc3cc(F)ccc3c2)cc1","5.659555885"
"CHEMBL444393","Cl.Nc1ccc(\C=C\c2oc3ccc(O)cc3c2)cc1","5.530177984"
"CHEMBL446870","CN(C)c1ccc(\C=C\c2oc3ccc(Cl)cc3c2)cc1","6.698970004"
"CHEMBL395312","Clc1ccc(cc1)S(=O)(=O)N2C(CCOC(=O)N3CCC(CC3)N4CCCCC4)CCc5ccccc25","6.443697499"
"CHEMBL231125","CN1CCN(CC1)C(=O)OCCCC2CCc3ccccc3N2S(=O)(=O)c4ccc(Cl)cc4","6.107905397"
"CHEMBL390478","CN1CCN(CC1)C(=O)OCCC2CCc3ccccc3N2S(=O)(=O)c4ccc(Cl)cc4","5.721246399"
"CHEMBL2059204","COc1ccc(\C=C\c2cc(\C=C\c3ccc(OC)c(O)c3)ncn2)cc1O","5.677780705"
"CHEMBL2059205","CN(C)c1cc(\C=C\c2cc(\C=C\c3ccc(O)c(c3)N(C)C)ncn2)ccc1O","5.431798276"
"CHEMBL2059218","CSc1nc(\C=C\c2ccc(N(C)C)c(O)c2)cc(\C=C\c3ccc(N(C)C)c(O)c3)n1","5.958607315"
"CHEMBL2381402","COc1ccc2C=C(C(=O)CN3CCC(CC3)c4ccccc4)C(=O)Oc2c1","4.853871964"
"CHEMBL2381385","COc1ccc2C=C(C(=O)CN3CCOCC3)C(=O)Oc2c1","4.537602002"
"CHEMBL2381386","COc1ccc2C=C(C(=O)CN3CCC(Cc4ccccc4)CC3)C(=O)Oc2c1","4.443697499"
"CHEMBL489792","COc1ccc2oc(\C=C\c3ccc(N(C)C)c(OC)c3)cc2c1","6.795880017"
"CHEMBL1082889","CNc1ccc(cn1)c2oc3cc(OC)ccc3n2","6.732828272"
"CHEMBL1082545","COc1ccc2nc(sc2c1)c3ccc(nc3)N(C)C","7.091514981"
"CHEMBL1744463","[3H]C([3H])([3H])N(c1ccc(cn1)c2oc3cc(O)ccc3n2)C([3H])([3H])[3H]","7.070581074"
"CHEMBL1744462","[3H]C([3H])([3H])N(c1ccc(cn1)c2oc3cc(OC)ccc3n2)C([3H])([3H])[3H]","6.690369833"
"CHEMBL3741643","CC1=NN(C(=O)C1)c2ccc(cc2)n3cccc3","4.585026652"
"CHEMBL3741680","CC1=NN(C(=O)C1)c2cccc(COCc3ccccc3)c2","4.568636236"
"CHEMBL3742091","CC1=NN(C(=O)C1)c2ccc(cc2)c3cccnc3","4.838631998"
"CHEMBL1084943","CNc1ccc(cn1)c2oc3cc(O)ccc3c2","7.346787486"
"CHEMBL2063874","Cc1ccc(NS(=O)(=O)c2ccc(Cl)cc2)c(N)c1","4.638272164"
"CHEMBL3742151","CC(=O)O[C@H]1CC(=O)OC(C)(C)[C@@H]2CC[C@]3(C)[C@H](CC=C(C)[C@@]34C[C@]5(OC(=C(C)C5=O)C)C(=O)O4)[C@@]12C","3.522878745"
"CHEMBL2063873","Cc1ccc(NS(=O)(=O)c2ccc(Cl)cc2)c(c1)\N=C\c3cc(Cl)cc(Cl)c3O","4.886056648"
"CHEMBL2436692","O=C1C=COc2cc(OCCCN3CCN(CCCNc4c5CCCCc5nc6ccccc46)CC3)ccc12","4.93930216"
"CHEMBL2408094","CCOCCOc1ccc(\C=C\C(=O)c2ccc(OC)cc2O)cc1","4.718966633"
"CHEMBL202877","CCCN(CCC)C(=O)c1cccc(c1)C(=O)N[C@@H](CC(C)C)[C@@H](N)C[C@@H](C)C(=O)Nc2ccc(F)cc2","5.22184875"
"CHEMBL425031","CCCN(CCC)C(=O)c1cccc(c1)C(=O)N[C@@H](CC(C)C)[C@@H](O)C[C@@H](C)C(=O)Nc2ccc(F)cc2","4.698970004"
"CHEMBL3330736","[Cl-].CNc1ccc2nc3ccc(cc3[s+]c2c1)N(C)C","5.522878745"
"CHEMBL3781022","CN(C)c1ccc(cc1)c2cc(NCCNc3cc([nH]n3)c4ccc(cc4)N(C)C)n[nH]2","5.124938737"
"CHEMBL2059393","CN(C)c1ccc(\C=C\c2cc(O)cc(\C=C\c3ccc(N(C)C)c(O)c3)c2)cc1O","5.48148606"
"CHEMBL3235412","COC(=O)[C@H](Cc1c[nH]cn1)NC(=O)CN(CC(=O)O)Cc2ccccc2","5.27572413"
"CHEMBL2059212","COc1nc(\C=C\c2ccc(N(C)C)c(O)c2)cc(\C=C\c3ccc(N(C)C)c(O)c3)n1","6.096910013"
"CHEMBL3818600","O=C(N1CCN(CC1)c2ccc(C=C3C(=O)c4ccccc4C3=O)cc2)c5occc5","5.036212173"
"CHEMBL3818053","O=C1C(=Cc2ccc(cc2)N3CCN(CC3)c4ncccn4)C(=O)c5ccccc15","4.995248844"
"CHEMBL3814813","CCCNc1nc(N)nc2ccccc12","4.826813732"
"CHEMBL3814123","Nc1nc(NCCc2ccccc2)c3ccccc3n1","5.107905397"
"CHEMBL248339","COc1cc(\C=C\c2cccc(\C=C\c3ccc(N4CCCC4)c(OC)c3)c2)ccc1N5CCCC5","4.698970004"
"CHEMBL2436704","COc1cc(OCCCN2CCN(CCCNc3c4CCCCc4nc5ccccc35)CC2)cc6OC(=CC(=O)c16)c7ccccc7","5.017728767"
"CHEMBL2179241","Nc1c(cnc2cc(nn12)c3ccccc3)S(=O)(=O)c4ccc(Cl)cc4","5.638272164"
"CHEMBL3330737","OC(=O)\C(=C\c1ccc(s1)c2ccc(s2)c3ccc(cc3)N(c4ccccc4)c5ccccc5)\C#N","6.387216143"
"CHEMBL3330740","NC(=O)\C(=C\c1ccc(s1)c2ccc(s2)c3ccc(cc3)N(c4ccccc4)c5ccccc5)\C#N","5.823908741"
"CHEMBL3330747","CC(C)(C)n1c2cc(sc2c3sc(cc13)c4ccc(C=C(C#N)C#N)s4)c5ccc(cc5)N(c6ccccc6)c7ccccc7","5"
"CHEMBL3330752","COc1ccc(cc1)c2cc3c(s2)c4sc(cc4n3C(C)(C)C)c5ccc(C=C(C#N)C#N)s5","5"
"CHEMBL3330743","O=Cc1ccc(s1)c2ccc(c3ccc(cc3)N(c4ccccc4)c5ccccc5)c6nsnc26","5"
"CHEMBL2402074","CCCNc1ccc(O)c(CNc2ccc(\C=C\c3cc(OC)cc(OC)c3)cc2)c1","4.883724412"
"CHEMBL2402067","COc1cc(OC)cc(\C=C\c2ccc(NCc3cc(ccc3O)N(C)C)cc2)c1","5.121478204"
"CHEMBL2402160","CN(C)c1ccc(O)c(CNc2ccc(\C=C\c3cc(O)cc(O)c3)cc2)c1","5.186419011"
"CHEMBL2402162","COc1ccc(\C=C\c2ccc(NCc3cc(ccc3O)N(C)C)cc2)cc1","4.913640169"
"CHEMBL541265","OC(O[C@H](Cc1ccc(O)c(O)c1)C(=O)O)[C@@H]2[C@H](Oc3cc(O)cc(\C=C\C(=O)O[C@H](Cc4ccc(O)c(O)c4)C(=O)O)c23)c5ccc(O)c(O)c5","5.301029996"
"CHEMBL3087679","C[C@@H](C(=O)NCCCNCCCNC1=CC(=O)C(=CC1=O)NCCCNCCCNC(=O)[C@H](C)c2ccc(c(F)c2)c3ccccc3)c4ccc(c(F)c4)c5ccccc5","5.321481621"
"CHEMBL2436693","O=C1C=C(Oc2cc(OCCN3CCN(CCNc4c5CCCCc5nc6ccccc46)CC3)ccc12)c7ccccc7","4.774690718"
"CHEMBL3814134","Nc1nc(NCc2ccccc2)nc3ccccc13","5.075720714"
"CHEMBL3814123","Nc1nc(NCCc2ccccc2)c3ccccc3n1","4.602059991"
"CHEMBL3814270","Nc1nc(NCc2cccc(Br)c2)c3ccccc3n1","4.651695137"
"CHEMBL3813811","Nc1nc(NCc2ccc(Cl)cc2)c3ccccc3n1","4.602059991"
"CHEMBL3813811","Nc1nc(NCc2ccc(Cl)cc2)c3ccccc3n1","6.207608311"
"CHEMBL3815140","CC(C)Nc1nc(N)c2ccccc2n1","4.602059991"
"CHEMBL3815148","Nc1nc(NCc2ccc(Cl)cc2)nc3ccccc13","6.031517051"
"CHEMBL3814324","COc1cccc(CNc2nc(N)c3ccccc3n2)c1","4.602059991"
"CHEMBL3813859","Cc1ccc(CNc2nc(N)c3ccccc3n2)cc1","4.647817482"
"CHEMBL2402075","COc1cc(OC)cc(\C=C\c2ccc(NCc3cc(NCC(C)C)ccc3O)cc2)c1","4.986320303"
"CHEMBL2436697","O=C1C=C(Oc2cc(OCCCCCCN3CCN(CCNc4c5CCCCc5nc6ccccc46)CC3)ccc12)c7ccccc7","4.847711656"
"CHEMBL2436696","O=C1C=C(Oc2cc(OCCCCCN3CCN(CCNc4c5CCCCc5nc6ccccc46)CC3)ccc12)c7ccccc7","4.89279003"
"CHEMBL2436695","O=C1C=C(Oc2cc(OCCCCN3CCN(CCNc4c5CCCCc5nc6ccccc46)CC3)ccc12)c7ccccc7","4.785156152"
"CHEMBL2402163","CN(C)c1ccc(\C=C\c2ccc(NCc3cc(ccc3O)N(C)C)cc2)cc1","4.972242795"
"CHEMBL3799641","O=C(COC(=O)Cc1c[nH]c2ccccc12)Nc3c4CCCCc4nc5ccccc35","7.409381052"
"CHEMBL521929","COc1ccc2cc(oc2c1)\C=C\c3ccc(N(C)C)c(OC)c3","6.27572413"
"CHEMBL2402063","COc1cc(OC)cc(\C=C\c2ccc(NCc3cc(NC(C)C)ccc3O)cc2)c1","4.736363931"
"CHEMBL2402161","CN(C)c1ccccc1CNc2ccc(\C=C\c3cc(O)cc(O)c3)cc2","4.848936747"
"CHEMBL3594077","Oc1ccc(cc1)c2cc([nH]n2)c3c(O)cccc3O","4.801342913"
"CHEMBL2436690","Oc1cc(OCCCN2CCN(CCCNc3c4CCCCc4nc5ccccc35)CC2)cc6OC=CC(=O)c16","5.318758763"
"CHEMBL2436710","[O-][N+](=O)c1ccc(cc1)C2=CC(=O)c3ccc(OCCCN4CCN(CCCNc5c6CCCCc6nc7ccccc57)CC4)cc3O2","4.850780887"
"CHEMBL2436703","Oc1cc(OCCCN2CCN(CCCNc3c4CCCCc4nc5ccccc35)CC2)cc6OC(=CC(=O)c16)c7ccccc7","5.187086643"
"CHEMBL2408095","COc1ccc(C(=O)\C=C\c2cc(Br)c(OCc3ccccc3)c(OC)c2)c(O)c1","4.903089987"
"CHEMBL260867","COc1ccc(C(=O)\C=C\c2cc(OC)c(OC)c(OC)c2)c(O)c1","5.013228266"
"CHEMBL229907","COc1ccc(\C=C\C(=O)c2ccc(OC)cc2O)cc1","5.075720714"
"CHEMBL3099500","CN(CCCCNc1c2CCCCc2nc3c(NC(=O)CNC(=O)CC[C@H](NC(=O)CNC(=O)OCc4ccccc4)C(=O)N[C@@H](Cc5ccccc5)C(=O)OCc6ccccc6)cccc13)CCCNc7c8CCCCc8nc9ccccc79","4.292429824"
"CHEMBL3751854","COc1ccc(CC(=O)Nc2nc(cs2)c3ccccc3)cc1","4.974694135"
"CHEMBL3582128","C[C@]1(O)c2ccc3C(=O)CCc3c2C(=O)c4occ(CCO)c14","4.46470588"
"CHEMBL515387","FC1(F)CCN(C1)C(=O)[C@@H]2C[C@@H](CN2)N3CCN(CC3)c4ncccn4","4.522878745"
"CHEMBL2063873","Cc1ccc(NS(=O)(=O)c2ccc(Cl)cc2)c(c1)\N=C\c3cc(Cl)cc(Cl)c3O","4.207608311"
"CHEMBL258752","COc1ccc(C(=O)\C=C\c2cc(OC)c(OC)cc2OC)c(O)c1","4.991399828"
"CHEMBL2407101","CCOCCCOc1ccc(\C=C\C(=O)c2ccc(OC)cc2O)cc1OC","5.236572006"
"CHEMBL497","Oc1c(I)cc(Cl)c2cccnc12","4"
"CHEMBL3752685","Cl.Cl.C(CCCNc1c2CCCCc2nc3ccccc13)CCCNc4c5CCCCc5nc6ccccc46","5.075720714"
"CHEMBL2179243","Clc1cc(c(Cl)s1)S(=O)(=O)Nc2ccc(cc2)N3CCCCC3","6.15490196"
"CHEMBL3799558","COc1ccc(CC(=O)OCC(=O)Nc2c3CCCCc3nc4ccccc24)c(OC)c1OC","7.285586408"
"CHEMBL3800317","COc1ccc(\C=C\C(=O)OCC(=O)Nc2c3CCCCc3nc4ccccc24)cc1OC","7.308564848"
"CHEMBL4110655","C[C@@]1(N=C(N)OCC1(F)F)c2nc(NC(=O)c3nccnc3N)ccc2F","6.744727495"
"CHEMBL576840","OC(=O)C(CSSCC(NC(=O)Cc1ccccc1)C(=O)O)NC(=O)Cc2ccccc2","5.709965389"
"CHEMBL3943313","Fc1ccc(F)c2c1OCC3[C@H](CCS(=O)(=O)CCn4cccn4)OCC[C@@]23S(=O)(=O)c5ccc(Cl)cc5","8.853871964"
